Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800072,Bachelor in Electronics Engineering,"['C++', 'ONNX', 'MediaPipe', 'Docker', 'YOLO']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800073,Bachelor in Engineering,"['Git', 'SQL', 'Deep Learning', 'LabelImg', 'AWS', 'C++']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800074,Degree in Electrical Engineering,"['Detectron2', 'ONNX', 'Roboflow', 'LabelImg', 'Agile', 'Git', 'Research']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800075,Degree in Information Systems,"['Linux', 'Detectron2', 'C++', 'ONNX']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800076,Degree in Computer Science,"['CUDA', 'Python', 'TensorFlow', 'MediaPipe', 'Git', 'Research', 'Deep Learning', 'ONNX', 'PyTorch']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800077,Degree in Software Engineering,"['OpenCV', 'CUDA', 'AWS', 'MediaPipe', 'Linux', 'C++', 'SQL', 'YOLO']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800078,Bachelor in Cybersecurity,"['PyTorch', 'Docker', 'SQL', 'Git']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800079,Bachelor in Cybersecurity,"['TensorFlow', 'C++', 'CUDA', 'Linux', 'TensorRT', 'Deep Learning', 'MediaPipe', 'Detectron2', 'Machine Learning', 'Agile']"
Computer Vision Engineer,,Extracted,https://rooster.jobs/jobs/800080,Bachelor in Electronics Engineering,"['Roboflow', 'Linux', 'C++', 'Deep Learning', 'Machine Learning', 'OpenCV', 'CUDA', 'AWS']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800081,Bachelor in Cybersecurity,"['Agile', 'Python', 'Kong', 'Swagger', 'XML', 'Git', 'MuleSoft', 'Insomnia']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800082,Bachelor in Cybersecurity,"['AWS API Gateway', 'Kong', 'JavaScript', 'Azure API Management', 'Python']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800083,Master in Data Science,"['JavaScript', 'Documentation', 'CI/CD', 'Postman', 'REST API', 'Insomnia', 'OAuth', 'SOAP', 'Docker']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800084,Not Specified / Equivalent Experience,"['Docker', 'SOAP', 'Swagger', 'JavaScript', 'MuleSoft', 'Agile', 'Azure API Management']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800085,Degree in Software Engineering,"['XML', 'Kong', 'Python', 'Jira', 'Apigee', 'Agile', 'Docker', 'SOAP']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800086,Bachelor in Computer Science,"['Documentation', 'Azure API Management', 'SQL', 'Docker', 'Agile', 'XML', 'Kong']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800087,Bachelor in Electronics Engineering,"['JSON', 'Python', 'Insomnia', 'Git', 'Apigee', 'REST API', 'GraphQL', 'Azure API Management']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800088,Bachelor in Cybersecurity,"['Security', 'XML', 'GraphQL', 'Python', 'Insomnia', 'Docker', 'CI/CD', 'Apigee', 'MuleSoft', 'JSON']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800089,Not Specified / Equivalent Experience,"['Python', 'GraphQL', 'Apigee', 'Postman', 'Swagger', 'Jira', 'SOAP', 'CI/CD']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800090,Bachelor in Information Technology,"['Agile', 'SQL', 'SOAP', 'OAuth', 'XML', 'Documentation']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800091,Master in Computer Science,"['Docker', 'AWS API Gateway', 'Swagger', 'CI/CD', 'Insomnia', 'Security', 'Agile', 'XML']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800092,Not Specified / Equivalent Experience,"['Swagger', 'GraphQL', 'Kong', 'Agile', 'Documentation', 'SQL', 'JSON', 'MuleSoft']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800093,Bachelor in Computer Science,"['XML', 'AWS API Gateway', 'Security', 'REST API', 'Azure API Management', 'JSON']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800094,Master in Data Science,"['Apigee', 'XML', 'Swagger', 'Git', 'Documentation', 'Kong', 'Jira', 'GraphQL', 'SOAP']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800095,Degree in Electrical Engineering,"['SQL', 'Apigee', 'Jira', 'JavaScript', 'Agile']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800096,Degree in Computer Engineering,"['OAuth', 'Swagger', 'Documentation', 'SQL', 'XML', 'Azure API Management', 'JavaScript', 'Apigee']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800097,Degree in Electrical Engineering,"['Python', 'MuleSoft', 'Jira', 'Swagger', 'JavaScript', 'Documentation', 'AWS API Gateway', 'Insomnia']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800098,Not Specified / Equivalent Experience,"['GraphQL', 'Apigee', 'SQL', 'Agile']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800099,Degree in Electrical Engineering,"['Insomnia', 'SOAP', 'Docker', 'GraphQL', 'Azure API Management']"
API Integration Specialist,,Extracted,https://rooster.jobs/jobs/800100,Bachelor in Computer Science,"['Docker', 'Swagger', 'Jira', 'Postman', 'Insomnia', 'XML', 'SQL', 'Agile']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800101,Degree in Information Systems,"['Power BI', 'Metadata Management', 'Alation', 'Python', 'Atlan', 'Data Warehousing', 'Tableau', 'Agile']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800102,Degree in Software Engineering,"['Collibra', 'Apache Atlas', 'Excel', 'Compliance', 'Tableau']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800103,Bachelor in Mathematics,"['Python', 'Collibra', 'Documentation', 'Data Warehousing', 'Talend', 'Power BI', 'SQL', 'Excel']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800104,Not Specified / Equivalent Experience,"['Excel', 'IBM InfoSphere', 'Python', 'Agile', 'Stakeholder Management', 'Compliance', 'Power BI']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800105,Bachelor in Mathematics,"['Excel', 'Documentation', 'Data Quality', 'Stakeholder Management', 'Agile', 'Python', 'Apache Atlas']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800106,Degree in Software Engineering,"['Documentation', 'Data Warehousing', 'Agile', 'IBM InfoSphere', 'Tableau', 'Excel', 'Data Quality']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800107,Bachelor in Information Technology,"['Tableau', 'Stakeholder Management', 'SQL', 'Alation', 'Excel', 'Documentation', 'Agile', 'Jira']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800108,Degree in Computer Engineering,"['Data Warehousing', 'Stakeholder Management', 'Compliance', 'Tableau', 'Jira', 'Atlan', 'Excel', 'SQL', 'Talend']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800109,Bachelor in Electronics Engineering,"['Talend', 'Tableau', 'Stakeholder Management', 'Jira', 'Apache Atlas', 'Data Warehousing', 'Metadata Management', 'Informatica MDM']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800110,Bachelor in Cybersecurity,"['Data Warehousing', 'Apache Atlas', 'Talend', 'Python', 'Collibra', 'SQL', 'Excel']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800111,Master in Data Science,"['Talend', 'Metadata Management', 'Tableau', 'Collibra', 'Python']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800112,Degree in Computer Science,"['Python', 'Excel', 'Data Quality', 'Data Warehousing', 'Agile', 'Talend', 'Informatica MDM']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800113,Not Specified / Equivalent Experience,"['Metadata Management', 'Apache Atlas', 'Documentation', 'Alation', 'Excel']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800114,Degree in Software Engineering,"['Alation', 'Python', 'Excel']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800115,Not Specified / Equivalent Experience,"['Metadata Management', 'Tableau', 'Apache Atlas', 'Compliance', 'Data Warehousing']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800116,Bachelor in Electronics Engineering,"['Apache Atlas', 'Excel', 'Talend', 'Metadata Management']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800117,Degree in Computer Science,"['Apache Atlas', 'Data Warehousing', 'Compliance', 'Documentation', 'Collibra', 'Python', 'Agile']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800118,Bachelor in Electronics Engineering,"['Documentation', 'SQL', 'Alation', 'Metadata Management', 'Tableau', 'Agile', 'Python', 'Excel']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800119,Not Specified / Equivalent Experience,"['Atlan', 'Agile', 'Data Warehousing', 'Python', 'Excel', 'Jira']"
Data Governance Analyst,,Extracted,https://rooster.jobs/jobs/800120,Bachelor in Engineering,"['Data Quality', 'Metadata Management', 'Informatica MDM', 'Apache Atlas', 'Data Warehousing']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800121,Master in Data Science,"['Networking', 'COBIT', 'Excel', 'Reporting', 'Security', 'Risk Assessment', 'SQL', 'Archer GRC']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800122,Degree in Information Systems,"['SQL', 'Compliance', 'Security', 'Jira']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800123,Bachelor in Information Technology,"['Excel', 'Agile', 'Archer GRC', 'Oracle', 'SAP', 'Compliance', 'Security', 'COBIT']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800124,Bachelor in Cybersecurity,"['Security', 'Jira', 'Compliance', 'Oracle', 'Stakeholder Management']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800125,Bachelor in Mathematics,"['Networking', 'Workiva', 'ACL Analytics', 'Security', 'Agile', 'Archer GRC']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800126,Degree in Computer Science,"['Agile', 'Networking', 'ITIL', 'SQL', 'Jira', 'Risk Assessment']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800127,Degree in Information Systems,"['ServiceNow', 'Oracle', 'Compliance', 'Excel', 'Stakeholder Management', 'Jira', 'Reporting', 'Agile', 'ITIL']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800128,Degree in Electrical Engineering,"['SQL', 'Security', 'IDEA']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800129,Degree in Computer Science,"['SQL', 'SAP', 'ServiceNow', 'Archer GRC', 'Oracle', 'ITIL', 'Documentation', 'Excel']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800130,Bachelor in Information Technology,"['ITIL', 'COBIT', 'Python', 'Risk Assessment', 'ACL Analytics', 'Oracle', 'IDEA']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800131,Bachelor in Information Technology,"['Networking', 'Jira', 'Compliance', 'ServiceNow', 'Python', 'Documentation', 'Workiva', 'Reporting', 'SAP']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800132,Bachelor in Computer Science,"['Security', 'SQL', 'Jira', 'Documentation', 'ServiceNow', 'Compliance', 'Oracle']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800133,Bachelor in Electronics Engineering,"['ITIL', 'Reporting', 'Compliance', 'Stakeholder Management', 'Risk Assessment', 'Security', 'ServiceNow']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800134,Bachelor in Computer Science,"['Documentation', 'SQL', 'Risk Assessment', 'Workiva', 'ACL Analytics', 'ServiceNow']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800135,Degree in Computer Science,"['Reporting', 'Compliance', 'Documentation', 'COBIT', 'SAP', 'Jira', 'IDEA']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800136,Degree in Information Systems,"['Archer GRC', 'Risk Assessment', 'Security']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800137,Degree in Software Engineering,"['Documentation', 'Excel', 'Workiva', 'Oracle', 'ITIL', 'Compliance', 'Networking', 'Risk Assessment']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800138,Bachelor in Information Technology,"['Agile', 'Jira', 'Reporting', 'Excel', 'Stakeholder Management']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800139,Master in Data Science,"['Agile', 'Archer GRC', 'Risk Assessment', 'Stakeholder Management', 'ServiceNow', 'SQL', 'Workiva', 'COBIT', 'Compliance']"
IT Auditor,,Extracted,https://rooster.jobs/jobs/800140,Degree in Computer Engineering,"['Python', 'ITIL', 'Jira', 'Compliance', 'Archer GRC', 'Agile', 'SQL', 'Stakeholder Management']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800141,Master in Data Science,"['Azure IoT Edge', 'Python', 'Docker', 'CI/CD']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800142,Degree in Computer Engineering,"['MQTT', 'Git', 'Networking', 'CI/CD', 'C++', 'NVIDIA Jetson', 'Embedded Systems', 'REST API']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800143,Not Specified / Equivalent Experience,"['OpenVINO', 'Docker', 'MQTT', 'Agile', 'Python', 'Kubernetes Edge']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800144,Degree in Computer Science,"['Linux', 'AWS Greengrass', 'CI/CD', 'EdgeX Foundry', 'REST API', 'Python', 'Azure IoT Edge', 'Git']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800145,Bachelor in Information Technology,"['Kubernetes Edge', 'Security', 'CI/CD', 'Networking', 'Embedded Systems', 'Docker']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800146,Degree in Software Engineering,"['REST API', 'Git', 'Networking', 'Security', 'Embedded Systems', 'KubeEdge', 'SQL']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800147,Degree in Information Systems,"['Kubernetes Edge', 'Git', 'OpenVINO', 'KubeEdge', 'MQTT', 'Agile']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800148,Degree in Software Engineering,"['Python', 'Security', 'Networking', 'Balena', 'Kubernetes Edge', 'MQTT', 'Apache Kafka', 'CI/CD']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800149,Bachelor in Mathematics,"['Azure IoT Edge', 'C++', 'Kubernetes Edge', 'Networking', 'CI/CD', 'Python', 'SQL', 'Git']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800150,Not Specified / Equivalent Experience,"['OpenVINO', 'Security', 'KubeEdge', 'REST API', 'Agile', 'CI/CD']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800151,Bachelor in Engineering,"['NVIDIA Jetson', 'Agile', 'Balena', 'AWS Greengrass', 'Embedded Systems', 'OpenVINO', 'Linux']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800152,Degree in Software Engineering,"['OpenVINO', 'SQL', 'C++', 'Agile', 'Python', 'Docker', 'Balena']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800153,Bachelor in Mathematics,"['CI/CD', 'REST API', 'SQL', 'Kubernetes Edge', 'Security', 'EdgeX Foundry', 'AWS Greengrass', 'Agile']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800154,Bachelor in Engineering,"['Networking', 'Balena', 'Embedded Systems', 'AWS Greengrass', 'Python', 'C++', 'Security', 'KubeEdge', 'Docker', 'MQTT']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800155,Not Specified / Equivalent Experience,"['C++', 'Linux', 'Kubernetes Edge', 'Embedded Systems', 'Docker', 'KubeEdge', 'Networking', 'Apache Kafka', 'Git']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800156,Degree in Computer Engineering,"['SQL', 'C++', 'NVIDIA Jetson', 'Azure IoT Edge']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800157,Not Specified / Equivalent Experience,"['Security', 'NVIDIA Jetson', 'Linux', 'Apache Kafka', 'Python', 'Embedded Systems', 'MQTT']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800158,Not Specified / Equivalent Experience,"['C++', 'KubeEdge', 'Security', 'Apache Kafka', 'Kubernetes Edge']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800159,Bachelor in Computer Science,"['REST API', 'CI/CD', 'Networking', 'EdgeX Foundry', 'Linux', 'Git', 'SQL']"
Edge Computing Engineer,,Extracted,https://rooster.jobs/jobs/800160,Degree in Information Systems,"['CI/CD', 'Embedded Systems', 'NVIDIA Jetson', 'KubeEdge', 'Kubernetes Edge', 'Linux']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800161,Master in Computer Science,"['CI/CD', 'REST API', 'Agile', 'Voiceflow', 'Docker', 'Rasa']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800162,Degree in Computer Engineering,"['Amazon Lex', 'Git', 'REST API']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800163,Degree in Software Engineering,"['Twilio', 'Dialogflow', 'AWS', 'JSON', 'JavaScript', 'Botpress']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800164,Master in Computer Science,"['Agile', 'Azure Bot Service', 'SQL', 'Git', 'Wit.ai', 'REST API', 'Rasa']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800165,Bachelor in Cybersecurity,"['Python', 'Machine Learning', 'IBM Watson']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800166,Not Specified / Equivalent Experience,"['Amazon Lex', 'Azure Bot Service', 'Machine Learning', 'JSON']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800167,Bachelor in Electronics Engineering,"['Twilio', 'Botpress', 'Amazon Lex', 'IBM Watson', 'Docker', 'AWS']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800168,Master in Data Science,"['SQL', 'JSON', 'Research', 'Botpress']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800169,Bachelor in Cybersecurity,"['JavaScript', 'CI/CD', 'IBM Watson', 'Dialogflow', 'Amazon Lex', 'AWS', 'Git', 'Kore.ai', 'SQL']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800170,Bachelor in Electronics Engineering,"['Python', 'Botpress', 'IBM Watson', 'Git', 'Dialogflow', 'Docker', 'Azure Bot Service', 'JavaScript', 'Agile']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800171,Bachelor in Cybersecurity,"['Botpress', 'JavaScript', 'Amazon Lex', 'Agile', 'JSON', 'Machine Learning', 'Rasa', 'Dialogflow']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800172,Not Specified / Equivalent Experience,"['Machine Learning', 'AWS', 'JSON', 'IBM Watson', 'CI/CD', 'NLP']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800173,Degree in Software Engineering,"['Docker', 'Git', 'SQL', 'Amazon Lex', 'Kore.ai', 'CI/CD', 'Machine Learning', 'Twilio']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800174,Master in Data Science,"['JavaScript', 'Amazon Lex', 'AWS', 'Machine Learning', 'Wit.ai', 'Docker', 'Research', 'SQL', 'Dialogflow']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800175,Not Specified / Equivalent Experience,"['Python', 'AWS', 'Git', 'Botpress', 'Rasa', 'Agile', 'REST API']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800176,Master in Data Science,"['Kore.ai', 'CI/CD', 'NLP', 'Research', 'Botpress', 'Docker', 'Agile', 'Dialogflow', 'AWS']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800177,Bachelor in Cybersecurity,"['Research', 'JavaScript', 'IBM Watson', 'Twilio']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800178,Not Specified / Equivalent Experience,"['Python', 'Git', 'Docker', 'Rasa', 'Twilio', 'Wit.ai', 'JavaScript']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800179,Bachelor in Electronics Engineering,"['Machine Learning', 'Voiceflow', 'Botpress', 'JSON', 'NLP', 'REST API', 'Docker', 'Azure Bot Service', 'Amazon Lex']"
Conversational AI Developer,,Extracted,https://rooster.jobs/jobs/800180,Degree in Computer Engineering,"['AWS', 'Azure Bot Service', 'NLP', 'Machine Learning', 'REST API', 'Git', 'JSON']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800181,Degree in Electrical Engineering,"['Documentation', 'Python', 'Sphinx', 'Content Management', 'API Documentation', 'Stakeholder Management']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800182,Degree in Computer Science,"['REST API', 'Python', 'ReadMe.io', 'Git', 'MadCap Flare', 'XML']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800183,Master in Data Science,"['Sphinx', 'Stakeholder Management', 'Python', 'API Documentation', 'REST API']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800184,Bachelor in Computer Science,"['Notion', 'Content Management', 'Git']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800185,Degree in Electrical Engineering,"['Editing', 'HTML', 'Agile', 'RoboHelp', 'Jira', 'XML', 'ReadMe.io', 'Scrum', 'Git']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800186,Not Specified / Equivalent Experience,"['Content Management', 'Sphinx', 'Swagger', 'Scrum', 'ReadMe.io', 'Confluence']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800187,Bachelor in Information Technology,"['Git', 'XML', 'API Documentation', 'Jira', 'Notion', 'Python']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800188,Bachelor in Electronics Engineering,"['Scrum', 'Swagger', 'Agile', 'Content Management', 'Stakeholder Management', 'Python']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800189,Not Specified / Equivalent Experience,"['ReadMe.io', 'Swagger', 'Git', 'Agile', 'Notion', 'RoboHelp', 'REST API']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800190,Not Specified / Equivalent Experience,"['Documentation', 'Swagger', 'Markdown', 'GitHub Pages', 'Sphinx', 'Editing']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800191,Bachelor in Computer Science,"['Documentation', 'Markdown', 'Content Management', 'Python', 'Sphinx', 'Git']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800192,Bachelor in Electronics Engineering,"['ReadMe.io', 'Stakeholder Management', 'XML', 'Content Management', 'Markdown', 'Documentation', 'HTML']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800193,Degree in Computer Engineering,"['RoboHelp', 'Agile', 'Scrum', 'Notion', 'Content Management', 'HTML', 'API Documentation']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800194,Not Specified / Equivalent Experience,"['HTML', 'Python', 'Confluence', 'XML', 'REST API', 'Swagger', 'Documentation', 'GitHub Pages']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800195,Master in Data Science,"['Markdown', 'RoboHelp', 'Stakeholder Management', 'Jira', 'Documentation', 'Scrum', 'XML', 'API Documentation']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800196,Not Specified / Equivalent Experience,"['Scrum', 'REST API', 'Notion']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800197,Degree in Electrical Engineering,"['Notion', 'MadCap Flare', 'Scrum', 'GitHub Pages', 'Editing', 'Jira', 'XML', 'Agile']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800198,Degree in Information Systems,"['Editing', 'GitHub Pages', 'Git', 'HTML', 'API Documentation', 'Python', 'ReadMe.io']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800199,Not Specified / Equivalent Experience,"['Sphinx', 'HTML', 'XML', 'GitHub Pages', 'Agile', 'REST API', 'MadCap Flare', 'Confluence', 'Content Management']"
Technical Writer,,Extracted,https://rooster.jobs/jobs/800200,Master in Data Science,"['XML', 'Editing', 'API Documentation', 'REST API', 'Agile', 'Swagger', 'Jira']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900001,Degree in Software Engineering,"['Linux', 'Networking', 'Exploit Development', 'BloodHound', 'Agile', 'OWASP', 'Nessus']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900002,Bachelor in Computer Engineering,"['Bash', 'CVE', 'Nessus', 'OWASP', 'Exploit Development', 'Networking', 'SQLMap', 'Python', 'Social Engineering', 'Hydra']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900003,Bachelor in Electronics Engineering,"['OWASP', 'Exploit Development', 'Social Engineering', 'Burp Suite', 'Reporting', 'John the Ripper', 'Bash', 'Linux']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900004,Degree in Information Systems,"['Reporting', 'Linux', 'Agile', 'Hydra', 'Kali Linux', 'Exploit Development', 'Documentation', 'Networking']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900005,Master in Computer Science,"['Nessus', 'Networking', 'Kali Linux', 'SQLMap', 'Security', 'Documentation', 'Reporting', 'OWASP', 'Python', 'Wireshark', 'John the Ripper']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900006,Not Specified / Equivalent Experience,"['OWASP', 'Bash', 'SQLMap', 'Social Engineering', 'Security', 'Reporting', 'Networking', 'Exploit Development', 'John the Ripper', 'Kali Linux']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900007,Master in Data Science,"['Metasploit', 'Documentation', 'Python', 'Bash', 'Networking', 'John the Ripper', 'Reporting', 'Wireshark', 'Hydra', 'Exploit Development', 'Kali Linux', 'Linux']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900008,Master in Information Technology,"['Reporting', 'Python', 'Nmap', 'John the Ripper', 'Social Engineering', 'Wireshark', 'Exploit Development']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900009,Degree in Computer Science,"['Burp Suite', 'Linux', 'Networking', 'Hydra', 'CVE', 'Documentation', 'BloodHound', 'Social Engineering', 'Bash', 'Exploit Development']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900010,Degree in Electrical Engineering,"['Security', 'Burp Suite', 'Metasploit', 'BloodHound', 'Social Engineering', 'Exploit Development', 'Nessus', 'Wireshark']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900011,Degree in Computer Engineering,"['Security', 'Agile', 'Nessus', 'Kali Linux', 'Exploit Development', 'Bash', 'Networking', 'CVE', 'Reporting']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900012,Bachelor in Cybersecurity,"['OWASP', 'SQLMap', 'Python', 'Metasploit', 'Reporting', 'Exploit Development', 'Hydra', 'Linux', 'Security', 'Burp Suite']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900013,Bachelor in Engineering,"['CVE', 'Metasploit', 'Hydra', 'Security', 'OWASP', 'Cobalt Strike', 'Linux', 'Exploit Development', 'Documentation', 'Networking', 'John the Ripper', 'Burp Suite']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900014,Not Specified / Equivalent Experience,"['Python', 'CVE', 'Documentation', 'Metasploit', 'Social Engineering', 'Reporting', 'Nessus', 'John the Ripper']"
Penetration Tester,,Extracted,https://rooster.jobs/jobs/900015,Degree in Information Systems,"['Cobalt Strike', 'BloodHound', 'Burp Suite', 'Documentation', 'Social Engineering', 'Nessus', 'Metasploit', 'Agile']"
